Attribute 1,Attribute 2,Attribute 3,Attribute 4,ID,Answers
4.846261662030177,-3.394488423417906,3.0684003479488315,-1.237452732010713,1,0
-3.924301700923536,3.526566892634648,-2.527079846629366,1.9823489883743104,2,3
4.031161698114861,3.101590624989293,-1.8154620200056146,3.7395592357429646,3,1
-2.24851053333604,3.4280133956453516,-4.157832216653815,2.2308150885731006,4,3
3.9500354907429167,-2.3382448616031564,-2.6008199314118507,4.685471264549991,5,2
-3.815439563407674,1.1358205865019546,-1.3590358489880847,4.027756830218971,6,3
2.396029312106495,-3.3844402165066487,-1.6084742821767777,1.818502154764949,7,2
3.400737223910796,-2.5464382213646575,-2.826746409761265,0.3234017685347004,8,2
3.342343491278351,-2.5183178129326467,-1.5633980658689006,1.6704873737845072,9,2
-2.71218142458365,3.8523067409850675,-3.186494956148393,3.3321840836358025,10,3
3.1052110423034724,3.590275761233508,-1.974875893410968,4.910897479727142,11,1
2.0993213969996276,-1.4292298114790194,2.1666695081845884,-2.57444669950965,12,0
-3.9812855849468374,2.57700724023256,-2.116617487817094,2.8363341323427207,13,3
2.667694911124383,-3.1345822613214898,-2.0969512811846633,2.5204175922876146,14,2
2.611900668706922,-1.8577296365763531,4.065551894325116,-1.7080084039028836,15,0
2.0266035592968707,-3.1193075107904686,2.258160859433865,-3.4120225449485804,16,0
2.098494238915417,4.160418667053792,-1.608707111092696,3.887935001796911,17,1
2.6380583550458367,-1.6967050133634185,-2.9011877063723683,4.1530052844323135,18,2
1.0490692590935882,-4.28701855933866,-1.9470932096729354,2.6801591479511364,19,2
-3.634320605228902,2.9446155065193502,-2.9576755414823985,3.27391099691095,20,3
-4.601566622801972,3.2710023153094667,-3.0533537461853375,2.384166496928474,21,3
3.588726351006269,-3.079907259051119,3.122867594891602,-2.5029365748293055,22,0
-3.9017700640571915,2.2693505135797536,-3.2483190487416627,2.4583104940463443,23,3
4.778395590644581,-2.443656728643296,-3.271140413641696,2.205569369958459,24,2
-0.852621367180467,3.609289396617505,-3.164031120240741,3.4573634674552705,25,3
1.892539776949471,3.1563503557383923,-2.793143515998324,3.633463342647536,26,1
-3.878289101117993,3.0554216763184394,-2.914646461146008,3.661588959353333,27,3
-2.8072796937001394,3.8622895320749002,-1.749397557104387,2.4702228006972655,28,3
2.9476424460777753,-3.6492199034521775,3.0135217427176033,-3.3070262653795677,29,0
3.8073182746399743,-4.343026082152412,-3.6738899404028666,3.374332538908666,30,2
2.5508455056044,4.391899254418496,-2.731770116605082,1.10871554112793,31,1
4.054209366329273,3.5756419937569,-2.51617605394046,3.7743411058928467,32,1
3.4583456327830406,-2.416113287304577,3.490775164360763,-3.011180946991069,33,0
2.6316316469392897,3.093969761315357,-1.0831689444741084,1.8413300682117788,34,1
-2.3368601289621527,2.836041961913857,-4.905880869785394,2.2984287794864473,35,3
-3.6047670867041313,3.7535283234781494,-3.8307487383911725,2.168936872448419,36,3
3.528493808533341,2.8718159241079486,-3.8481549163082547,3.6027074637068566,37,1
2.152730486678191,1.7268507072821577,-3.628425805403366,3.7901452620887683,38,1
-2.129834953688164,3.3150552828862896,-4.054882178814464,2.42378786572029,39,3
-4.365887086160043,2.4673860696228993,-2.847297802240032,3.661558943153859,40,3
3.642198264695727,3.7654171530821783,-2.6669638794869783,2.0523662415388366,41,1
3.389479213459637,-2.451944218652933,5.207470053851767,-2.128147220794865,42,0
2.175719625268293,5.082873992617207,-2.90834240644033,2.497606406956949,43,1
4.200010123785155,2.9528571824737915,-3.9733247830768366,3.0703594701935635,44,1
-4.598303213300586,1.7476319306791683,-1.3821184000198528,5.282818389932293,45,3
4.449355068791089,1.2913363453740867,-3.3464483032398444,3.798504904850364,46,1
3.582389808239227,3.184521113070365,-3.217834294563329,3.59701037252634,47,1
0.9197474889083006,1.8837596668830858,-2.5161582857590625,2.328746297204574,48,1
-3.7739963218502734,1.530333595694711,-3.6451872455418513,2.811841847846301,49,3
2.369834880208658,2.7000075520618894,-1.963737405580443,3.8659972908347218,50,1
-2.244414682796836,2.94712765461783,-2.7980556461287853,2.5010768748608228,51,3
-3.5567473425294853,4.048563174674442,-2.045833654878999,3.2406963208665998,52,3
2.5724437290209536,3.469915877126255,-4.303247239176173,4.314741993973008,53,1
-4.739219146256342,1.3345138155278553,-5.274314599270716,2.251048916147724,54,3
3.480622123590535,-0.904135923565911,-3.608446659932313,2.5836794875205973,55,2
4.350159977571331,3.9493891533324894,-3.3223809744440023,1.8668577138088722,56,1
-3.0687289459210323,3.3352750289828608,-2.433348226097716,3.1228896904524026,57,3
-3.0242460841332544,4.148447619717819,-3.824880094939936,3.3401037265739704,58,3
3.24731757422279,-4.250420200280003,-4.204612451771995,3.6811446264411387,59,2
2.7209381830999106,-2.0459490839969847,-4.42033245318342,3.651409797432141,60,2
4.131419826178405,-4.732428756744346,4.479860979457153,-3.6614763188670736,61,0
-3.2759105985124677,1.0412383158447485,-1.579951513000562,3.7789918628805976,62,3
-3.2207180942815543,1.2468090332996524,-2.6646253610515376,2.6983562254843365,63,3
4.022181591993195,-2.3847270955969186,-2.5048291922805572,3.7349314871798818,64,2
2.701508961024982,2.964851543521706,-3.712282761252429,2.13435787139848,65,1
2.9701755062136446,-3.5478455809564977,-2.1687784800260284,1.9892582714350102,66,2
1.2209301550179343,2.0898755782265224,-1.5612808931330335,3.9300746732954828,67,1
4.794690841411916,2.5553107080872954,-2.7336430882644005,3.4510127237113273,68,1
3.128378854008652,-4.651791386817274,-2.7170180189461344,3.587883987111522,69,2
2.619814617651704,-2.9093104674449424,-1.720756402674681,3.5878799646144732,70,2
2.29298758971794,-2.925072365699022,-1.6315031296945555,2.762663561906538,71,2
-3.378970243866366,3.9404796149032566,-1.6719263444709676,1.9917314364136782,72,3
3.4655491293807037,4.005277440252939,-5.102403944375082,3.229778320259528,73,1
2.860928631788419,2.0989739005273886,-3.6250129559599933,4.890206152866522,74,1
2.7889540964096238,-3.24404958650626,3.2814762548345593,-4.046393289199683,75,0
-3.9385278153157666,3.1085328966702876,-1.4530128817657346,2.677959660346831,76,3
3.3336535686241193,3.762434895480873,-3.462731643897525,4.900332157696603,77,1
1.6961890685947287,-2.5566521812583622,0.9945503607293213,-1.56924466978324,78,0
4.141594940370481,-3.9228502819296382,1.7050597830967922,-2.976841419318625,79,0
3.2131039034952,-2.593253842558276,1.7203313789442196,-3.741415923238617,80,0
0.3741655832441353,-3.7262183795175394,-3.5600579259627305,3.2934121139444126,81,2
3.742767228815893,-4.279492430809157,2.47463706829122,-1.8285397326723654,82,0
3.284508130902189,3.737284274803571,-3.1468911069132712,2.1765359055545153,83,1
1.3319951168989501,-3.113831775487159,3.3604427007713724,-2.113432369374842,84,0
1.616160977909493,-3.1189813245701368,4.019990810977343,-3.450448876221757,85,0
2.8804642121119435,-2.9386331272267854,5.282524535505463,-2.1335729629183415,86,0
-2.6633100238436347,2.0236468230163647,-2.338953220361536,2.2541655911447176,87,3
2.310050083799381,-2.280397661459586,-3.8278830953628384,5.287438839643194,88,2
-3.680822541552001,3.6756262503626864,-4.707634374701687,2.7157538308715976,89,3
2.275483556513377,4.108763282176622,-2.3653698790794087,1.8119300914759133,90,1
-3.7001530986573856,2.6228983474301746,-1.2025449006597901,3.7435570403241907,91,3
3.75311764413188,4.072526757151413,-3.1490520814658494,1.6414429150472245,92,1
0.37398900176420957,3.1902399288567036,-4.939072961126129,2.5242393213802625,93,1
2.692108707243189,-2.8332349383834403,-4.790639744242467,3.5794720229704344,94,2
2.960162231267081,2.2554974479381142,-2.0077675900259067,3.385249457676259,95,1
2.4071357724708866,3.4247264202508503,-2.3089673181230066,2.3254593845397022,96,1
-2.363279794463443,3.5805936326528194,-3.4121042954094096,2.965436757305222,97,3
-3.0747950564386124,3.2728178437856217,-2.832578774301751,0.7906501056429187,98,3
-3.3108012345158375,4.83097572637936,-2.953084152434027,4.27621891862247,99,3
4.083318735386974,-2.8445009287766707,-2.0339958182958346,3.608270616648719,100,2
3.7834753639710277,-3.632998504237212,3.277528470062671,-2.422294684890611,101,0
3.254842217187009,3.0663139063738605,-0.951690021363981,1.8369087148526884,102,1
-2.7360209081597042,4.037681479714938,-2.881733519193811,3.2792837746327104,103,3
-2.4846656888835343,2.074087117815661,-3.3521163579769944,3.890484993823651,104,3
2.364866315437803,-2.877637083441633,-4.278089092082457,3.4674776685170055,105,2
-4.463706531704301,2.4675999927960715,-3.8797455055165977,2.9311406829898212,106,3
5.406004907767187,-2.0748078808280166,0.30823489395984227,-2.402170882725093,107,0
2.744920008732988,-3.195141609665557,3.969167434222423,-4.276724764719152,108,0
3.2759409465067386,-3.9618110311928354,-2.4074381275304315,1.6232634859761779,109,2
-2.873173551130229,2.9325122872448297,-2.8754867336643097,3.7583497006249185,110,3
2.890519174786256,-1.4733261637341422,3.112702268752351,-2.2546440923148654,111,0
3.483918628556795,-4.4517735363949225,-2.2446760690734724,3.247808400532005,112,2
2.172022697807712,-3.656270159213659,-1.926348960988601,3.7398641469622844,113,2
2.280531392007325,3.8947946877521544,-3.428587088747291,2.5740923975507095,114,1
-3.256436751987496,2.9422395252980413,-3.899100555669201,2.0696995893349626,115,3
4.1274582232955135,-4.189711528527706,-4.345783789913716,3.4657895054229093,116,2
3.9329621910643717,2.558595368859292,-1.915242642194254,2.700624254796683,117,1
4.506369733232096,-3.358385141232008,-2.6641267999658442,0.23749668902753296,118,2
3.9282224160569332,-4.37703768726909,-1.286181412940505,2.919398554135763,119,2
3.8830441293498943,-4.095143012293644,3.8648427602585382,-3.0913448343993886,120,0
1.2746392398649338,-2.387208149595208,4.307102073042325,-5.377432812510593,121,0
2.54482142195467,2.928097884020573,-2.9045482183174203,3.545555163474871,122,1
5.0827988489240346,-4.158365793151477,3.368169189084247,-1.3620094045288627,123,0
2.242594759408444,-2.897097192665069,-3.2548104443623194,4.042437876522884,124,2
2.2403281948226357,-2.6808798853210023,2.6076078019714433,-3.7155886465049126,125,0
-2.910455189440232,3.043131362514738,-1.599142533520859,2.160828234469842,126,3
1.366923279810316,-3.733145739387443,-2.1021985733716524,4.035482933670876,127,2
2.335743438967532,2.464708222178042,-3.310626800893293,2.6946011834289405,128,1
2.8959290490643395,-1.7891046365040413,4.024356962582675,-4.437879063016457,129,0
2.8848660342319388,-2.394722599113166,3.073649012271539,-1.0773239424968668,130,0
4.175975182661505,-2.265657826462561,1.7187794504664047,-2.3860179895537135,131,0
3.189326313040833,-1.6300050741723373,-1.3541841260262635,3.2287098240432637,132,2
3.653449030030086,-2.124613269471947,3.692846363214396,-4.1281365965360735,133,0
3.4362455974438824,2.1628815740363714,-1.6343867467423507,3.5843142499601672,134,1
4.348257197877696,0.9262470990754061,-3.7095697455812426,4.086403326644967,135,1
1.9653429275227248,-3.5140637605496536,-1.3692398368980188,2.949859013196339,136,2
2.0155016770840977,-2.161032433485297,2.0663473733251636,-2.062137231944399,137,0
2.4251608588121627,-4.3411115074002025,3.2907990821652735,-2.6862749797932852,138,0
3.6457784268424165,-3.696186847983383,-1.5706301930943996,1.4235177111190962,139,2
2.986032368906961,-0.7353881741175678,2.799380963650765,-3.297200551861076,140,0
4.849370840898107,3.134738524112159,-0.28107792151428335,3.011963966738866,141,1
2.169754888967644,4.389975490319893,-3.6818440197504665,3.6807600305978916,142,1
2.2879733840631453,3.2416260613974144,-1.9589024005079099,2.7411556878835737,143,1
-3.1392115218880323,3.1193438545974743,-3.3158735401973356,3.428737413268907,144,3
2.8250339484995473,-2.2517568012800617,2.528488649321762,-3.660515402103247,145,0
3.2981826314838747,3.968704938739857,-2.778318978668417,3.0430298668105076,146,1
3.669060635726076,-1.3969755895202818,-2.8815829294228625,3.8153091344801306,147,2
4.299799707197506,0.9190555134854277,-4.776985649518508,3.429470012958833,148,1
3.3650809464170965,-2.22288067151493,3.993706994628408,-1.652398281073642,149,0
3.8971069339669238,-2.3647622598804863,-3.7364030544169555,5.24760787055715,150,2
3.9034221545819765,-6.249263023971031,4.4594772417572734,-2.8886021141341756,151,0
3.134420613920796,3.1027255130854545,-2.5401411315622475,4.212907017067136,152,1
-2.9532135038225102,5.273143007729875,-2.709341105433518,2.770610924340896,153,3
-4.2558509198524686,3.723094329869786,-2.570856042616546,3.908219253577832,154,3
-4.192400718492246,3.2465185650582433,-2.9655277608851702,5.463200685567472,155,3
2.1287637316692107,3.7761979333794273,-3.0723905997074663,2.584761495371378,156,1
